"","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"13100","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,0,7,7,0,"0","7",7,0,7,7,0,0,0,1,1,NA,NA
"13101","16","1",4.38630137,"4","english","4",NA,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"13102","16","1",4.38630137,"4","english","4",NA,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"13103","16","1",4.38630137,"4","english","4",NA,"calendar","3","deictic","3","yesterday",NA,NA,NA,1,1,1,3,1,0,NA,NA,3,0,2,2,0,0,0,1,1,3,"0"
"13104","16","1",4.38630137,"4","english","4",NA,"calendar","4","deictic","4","tomorrow",NA,NA,NA,7,6,6,5,1,0,NA,NA,5,0,-1,1,1,1,1,1,1,2,"0"
"13105","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"13106","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"13107","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"13108","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,6,1,NA,0,NA,NA,7,0,1,1,1,0,0,0,1,NA,NA
"13109","16","1",4.38630137,"4","english","4",NA,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,7,3,NA,0,NA,NA,2,0,-5,5,1,0,1,1,0,NA,NA
"13110","16","1",4.38630137,"4","english","1",0,"timeline","1","event","1","breakfast",14,-3.1,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13111","16","1",4.38630137,"4","english","1",0,"timeline","1","event","2","nextbday",14,3.8,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13112","16","1",4.38630137,"4","english","1",0,"timeline","1","event","3","dinner",14,1.6,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13113","16","1",4.38630137,"4","english","1",0,"timeline","1","event","4","lastbday",14,-5.7,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13114","16","1",4.38630137,"4","english","1",0,"timeline","2","deictic","1","lastweek",14,-3.8,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13115","16","1",4.38630137,"4","english","1",0,"timeline","2","deictic","2","tomorrow",14,-6.4,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13116","16","1",4.38630137,"4","english","1",0,"timeline","2","deictic","3","tonight",14,6.4,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13117","16","1",4.38630137,"4","english","1",0,"timeline","2","deictic","4","thismorning",14,7,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13118","16","1",4.38630137,"4","english","1",0,"timeline","3","deictic","1","nextweek",14,-5.1,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13119","16","1",4.38630137,"4","english","1",0,"timeline","3","deictic","2","nextyear",14,-2.9,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13120","16","1",4.38630137,"4","english","1",0,"timeline","3","deictic","3","yesterday",14,2.9,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13121","16","1",4.38630137,"4","english","1",0,"timeline","3","deictic","4","lastyear",14,5.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13122","16","1",4.38630137,"4","english","1",0,"timeline","4","deictic","1","yesterday",14,2.5,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13123","16","1",4.38630137,"4","english","1",0,"timeline","4","deictic","2","tomorrow",14,-5.2,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13124","16","1",4.38630137,"4","english","1",0,"timeline","4","deictic","3","aftertomorrow",14,-2.8,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13125","16","1",4.38630137,"4","english","1",0,"timeline","4","deictic","4","beforeyesterday",14,5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13126","17","1",4.038356164,"4","english","2",1,"timeline","1","event","1","lastbday",14,2.9,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13127","17","1",4.038356164,"4","english","2",1,"timeline","1","event","2","dinner",14,-6.6,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13128","17","1",4.038356164,"4","english","2",1,"timeline","1","event","3","nextbday",14,-3,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13129","17","1",4.038356164,"4","english","2",1,"timeline","1","event","4","breakfast",14,1.3,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13130","17","1",4.038356164,"4","english","2",1,"timeline","2","deictic","1","thismorning",14,-2.4,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13131","17","1",4.038356164,"4","english","2",1,"timeline","2","deictic","2","tonight",14,-5.6,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13132","17","1",4.038356164,"4","english","2",1,"timeline","2","deictic","3","tomorrow",14,-4.3,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13133","17","1",4.038356164,"4","english","2",1,"timeline","2","deictic","4","lastweek",14,5.1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13134","17","1",4.038356164,"4","english","2",1,"timeline","3","deictic","1","lastyear",14,-3.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13135","17","1",4.038356164,"4","english","2",1,"timeline","3","deictic","2","yesterday",14,3.8,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13136","17","1",4.038356164,"4","english","2",1,"timeline","3","deictic","3","nextyear",14,-5.7,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13137","17","1",4.038356164,"4","english","2",1,"timeline","3","deictic","4","nextweek",14,1.2,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13138","17","1",4.038356164,"4","english","2",1,"timeline","4","deictic","1","tomorrow",14,-5.8,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13139","17","1",4.038356164,"4","english","2",1,"timeline","4","deictic","2","yesterday",14,-4.2,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13140","17","1",4.038356164,"4","english","2",1,"timeline","4","deictic","3","beforeyesterday",14,2.3,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13141","17","1",4.038356164,"4","english","2",1,"timeline","4","deictic","4","aftertomorrow",14,5.8,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13142","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,7,7,2,0,"0","2",7,1,0,0,1,0,0,0,1,NA,NA
"13143","17","1",4.038356164,"4","english","2",NA,"calendar","1","deictic","1","yesterday",NA,NA,NA,1,1,1,3,1,0,NA,NA,3,0,2,2,0,0,0,1,1,3,"0"
"13144","17","1",4.038356164,"4","english","2",NA,"calendar","2","deictic","2","tomorrow",NA,NA,NA,1,5,5,5,1,0,NA,NA,5,1,0,0,1,0,1,1,0,1,"1"
"13145","17","1",4.038356164,"4","english","2",NA,"calendar","3","deictic","3","beforeyesterday",NA,NA,NA,1,2,2,2,1,0,NA,NA,2,1,0,0,0,0,0,1,1,2,"1"
"13146","17","1",4.038356164,"4","english","2",NA,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,7,7,7,6,1,0,NA,NA,6,0,-1,1,1,1,1,1,1,3,"0"
"13147","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"13148","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"13149","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,1,1,0,0,0,0,0,1,1,NA,NA
"13150","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,7,1,NA,0,NA,NA,7,1,0,0,1,0,0,0,1,NA,NA
"13151","17","1",4.038356164,"4","english","2",NA,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,3,3,NA,0,NA,NA,2,0,-1,1,0,0,1,0,0,NA,NA
"13152","18","1",4.410958904,"4","english","2",1,"timeline","1","event","1","lastbday",14,3.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13153","18","1",4.410958904,"4","english","2",1,"timeline","1","event","2","dinner",14,5,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13154","18","1",4.410958904,"4","english","2",1,"timeline","1","event","3","nextbday",14,2,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13155","18","1",4.410958904,"4","english","2",1,"timeline","1","event","4","breakfast",14,-2.8,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13156","18","1",4.410958904,"4","english","2",1,"timeline","2","deictic","1","thismorning",14,-5.1,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13157","18","1",4.410958904,"4","english","2",1,"timeline","2","deictic","2","tonight",14,4.5,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13158","18","1",4.410958904,"4","english","2",1,"timeline","2","deictic","3","tomorrow",14,-2.6,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13159","18","1",4.410958904,"4","english","2",1,"timeline","2","deictic","4","lastweek",14,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13160","18","1",4.410958904,"4","english","2",1,"timeline","3","deictic","1","lastyear",14,3.6,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13161","18","1",4.410958904,"4","english","2",1,"timeline","3","deictic","2","yesterday",14,-4.3,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13162","18","1",4.410958904,"4","english","2",1,"timeline","3","deictic","3","nextyear",14,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13163","18","1",4.410958904,"4","english","2",1,"timeline","3","deictic","4","nextweek",14,-1.5,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13164","18","1",4.410958904,"4","english","2",1,"timeline","4","deictic","1","tomorrow",14,3,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13165","18","1",4.410958904,"4","english","2",1,"timeline","4","deictic","2","yesterday",14,4.9,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13166","18","1",4.410958904,"4","english","2",1,"timeline","4","deictic","3","beforeyesterday",14,-3.6,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13167","18","1",4.410958904,"4","english","2",1,"timeline","4","deictic","4","aftertomorrow",14,-4.8,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13168","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,0,7,6,0,"0","6",7,0,7,7,0,0,0,1,1,NA,NA
"13169","18","1",4.410958904,"4","english","4",NA,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,3,3,3,2,1,0,NA,NA,2,0,-1,1,0,0,0,1,1,1,"0"
"13170","18","1",4.410958904,"4","english","4",NA,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,5,5,6,1,0,NA,NA,6,0,1,1,1,1,1,1,1,1,"0"
"13171","18","1",4.410958904,"4","english","4",NA,"calendar","3","deictic","3","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"13172","18","1",4.410958904,"4","english","4",NA,"calendar","4","deictic","4","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"13173","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"13174","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"13175","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,4,3,NA,0,NA,NA,1,0,-3,3,0,0,0,1,1,NA,NA
"13176","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,7,0,6,6,0,0,0,1,1,NA,NA
"13177","18","1",4.410958904,"4","english","4",NA,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,1,4,NA,0,NA,NA,2,0,1,1,0,0,1,0,0,NA,NA
"13178","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,1,7,8,0,"0","8",7,0,6,6,0,0,0,1,1,NA,NA
"13179","19","1",4.010958904,"4","english","3",NA,"calendar","1","deictic","1","tomorrow",NA,NA,NA,3,6,6,5,1,0,NA,NA,5,0,-1,1,1,0,1,1,0,2,"0"
"13180","19","1",4.010958904,"4","english","3",NA,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,5,3,3,2,1,0,NA,NA,2,0,-1,1,0,1,0,1,0,1,"0"
"13181","19","1",4.010958904,"4","english","3",NA,"calendar","3","deictic","3","aftertomorrow",NA,NA,NA,5,5,5,6,1,0,NA,NA,6,0,1,1,1,1,1,1,1,1,"0"
"13182","19","1",4.010958904,"4","english","3",NA,"calendar","4","deictic","4","yesterday",NA,NA,NA,5,2,2,3,1,0,NA,NA,3,0,1,1,0,1,0,1,0,2,"0"
"13183","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"13184","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"13185","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13186","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"13187","19","1",4.010958904,"4","english","3",NA,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"13188","19","1",4.010958904,"4","english","1",0,"timeline","1","event","1","breakfast",14,6.6,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13189","19","1",4.010958904,"4","english","1",0,"timeline","1","event","2","nextbday",14,-3.2,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13190","19","1",4.010958904,"4","english","1",0,"timeline","1","event","3","dinner",14,4.1,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13191","19","1",4.010958904,"4","english","1",0,"timeline","1","event","4","lastbday",14,2.3,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13192","19","1",4.010958904,"4","english","1",0,"timeline","2","deictic","1","lastweek",14,-0.01,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13193","19","1",4.010958904,"4","english","1",0,"timeline","2","deictic","2","tomorrow",14,-1.8,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13194","19","1",4.010958904,"4","english","1",0,"timeline","2","deictic","3","tonight",14,5.2,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13195","19","1",4.010958904,"4","english","1",0,"timeline","2","deictic","4","thismorning",14,1.1,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13196","19","1",4.010958904,"4","english","1",0,"timeline","3","deictic","1","nextweek",14,1.8,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13197","19","1",4.010958904,"4","english","1",0,"timeline","3","deictic","2","nextyear",14,3.9,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13198","19","1",4.010958904,"4","english","1",0,"timeline","3","deictic","3","yesterday",14,5.7,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13199","19","1",4.010958904,"4","english","1",0,"timeline","3","deictic","4","lastyear",14,-5.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13200","19","1",4.010958904,"4","english","1",0,"timeline","4","deictic","1","yesterday",14,-2.3,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13201","19","1",4.010958904,"4","english","1",0,"timeline","4","deictic","2","tomorrow",14,4.7,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13202","19","1",4.010958904,"4","english","1",0,"timeline","4","deictic","3","aftertomorrow",14,-5.4,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13203","19","1",4.010958904,"4","english","1",0,"timeline","4","deictic","4","beforeyesterday",14,2.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13204","20","2",4.547945205,"4","english","2",1,"timeline","1","event","1","lastbday",14,-4.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13205","20","2",4.547945205,"4","english","2",1,"timeline","1","event","2","dinner",14,-2.9,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13206","20","2",4.547945205,"4","english","2",1,"timeline","1","event","3","nextbday",14,3,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13207","20","2",4.547945205,"4","english","2",1,"timeline","1","event","4","breakfast",14,4.2,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13208","20","2",4.547945205,"4","english","2",1,"timeline","2","deictic","1","thismorning",14,-4.9,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13209","20","2",4.547945205,"4","english","2",1,"timeline","2","deictic","2","tonight",14,-2.8,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13210","20","2",4.547945205,"4","english","2",1,"timeline","2","deictic","3","tomorrow",14,-1.2,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13211","20","2",4.547945205,"4","english","2",1,"timeline","2","deictic","4","lastweek",14,2.8,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13212","20","2",4.547945205,"4","english","2",1,"timeline","3","deictic","1","lastyear",14,-6.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13213","20","2",4.547945205,"4","english","2",1,"timeline","3","deictic","2","yesterday",14,-2.9,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13214","20","2",4.547945205,"4","english","2",1,"timeline","3","deictic","3","nextyear",14,1,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13215","20","2",4.547945205,"4","english","2",1,"timeline","3","deictic","4","nextweek",14,2.6,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13216","20","2",4.547945205,"4","english","2",1,"timeline","4","deictic","1","tomorrow",14,-3.8,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13217","20","2",4.547945205,"4","english","2",1,"timeline","4","deictic","2","yesterday",14,-1.5,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13218","20","2",4.547945205,"4","english","2",1,"timeline","4","deictic","3","beforeyesterday",14,1.3,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13219","20","2",4.547945205,"4","english","2",1,"timeline","4","deictic","4","aftertomorrow",14,3.9,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"13220","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,4,7,1,0,"0","1",7,0,3,3,0,0,0,1,1,NA,NA
"13221","20","2",4.547945205,"4","english","1",NA,"calendar","1","deictic","1","yesterday",NA,NA,NA,1,2,2,3,1,0,NA,NA,3,0,1,1,0,0,0,1,1,2,"0"
"13222","20","2",4.547945205,"4","english","1",NA,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,1,3,3,2,1,0,NA,NA,2,0,-1,1,0,0,0,1,1,1,"0"
"13223","20","2",4.547945205,"4","english","1",NA,"calendar","3","deictic","3","tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,"1"
"13224","20","2",4.547945205,"4","english","1",NA,"calendar","4","deictic","4","aftertomorrow",NA,NA,NA,1,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,"1"
"13225","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"13226","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"13227","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13228","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,1,0,-1,1,0,0,0,1,1,NA,NA
"13229","20","2",4.547945205,"4","english","1",NA,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,1,0,0,NA,NA
"13230","21","2",4.063013699,"4","english","2",1,"timeline","1","event","1","lastbday",14,-2.2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"13231","21","2",4.063013699,"4","english","2",1,"timeline","1","event","2","dinner",14,2.3,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"13232","21","2",4.063013699,"4","english","2",1,"timeline","1","event","3","nextbday",14,-5,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13233","21","2",4.063013699,"4","english","2",1,"timeline","1","event","4","breakfast",14,4.6,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"13234","21","2",4.063013699,"4","english","2",1,"timeline","2","deictic","1","thismorning",14,-3.5,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"13235","21","2",4.063013699,"4","english","2",1,"timeline","2","deictic","2","tonight",14,-5.9,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"13236","21","2",4.063013699,"4","english","2",1,"timeline","2","deictic","3","tomorrow",14,-1,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"13237","21","2",4.063013699,"4","english","2",1,"timeline","2","deictic","4","lastweek",14,1.4,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"13238","21","2",4.063013699,"4","english","2",1,"timeline","3","deictic","1","lastyear",14,-4.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
