subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,site,order,timelinefirst,task,linenum,itemtype,itemnum,item,covered,linelength,distfrommid_c1,distfrommid_c2,response1,response2,response,correctr,prompts,comments,exclude,experimenter
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,3,,calendar,,verbal,4,today,,,,,,,1,7,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,3,,calendar,,verbal,5,yesterday,,,,,,,6,6,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,3,,calendar,,verbal,6,tomorrow,,,,,,,7,1,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,1,event,1,breakfast,0,14,-7,-6.8,,,1,2,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,1,event,2,nextbday,0,14,0,0,,,2,4,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,1,event,3,dinner,0,14,6.9,6.8,,,4,3,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,1,event,4,lastbday,0,14,0.1,0.1,,,3,1,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,2,deictic,1,lastweek,0,14,0,0,,,2,1,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,2,deictic,2,tomorrow,0,14,0.2,0.3,,,3,4,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,2,deictic,3,tonight,0,14,6.9,6.8,,,4,3,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,2,deictic,4,thismorning,0,14,-7,-6.8,,,1,2,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,3,deictic,1,nextweek,0,14,0,0,,,3,3,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,3,deictic,2,nextyear,0,14,0.3,0.2,,,4,4,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,3,deictic,3,yesterday,0,14,-0.2,-0.3,,,2,2,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,3,deictic,4,last year,0,14,-7,-6.9,,,1,1,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,4,deictic,1,yesterday,0,14,0,0,,,3,2,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,4,deictic,2,tomorrow,0,14,0.3,0.2,,,4,3,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,4,deictic,3,twofromnow,0,14,-0.3,-0.4,,,2,4,,,,ab
112,148991,3/4/14,11/3/19,1,2070,5.671232877,5,english,1,lab,1,0,timeline,4,deictic,4,twoago,0,14,-0.7,-0.7,,,1,1,,,,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,1,deictic,1,beforeyesterday,1,,,,3,3,3,2,1,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,2,deictic,2,aftertomorrow,1,,,,5,5,5,6,1,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,3,deictic,3,yesterday,1,,,,3,,3,3,0,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,4,deictic,4,tomorrow,1,,,,5,,5,5,0,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,4,today,,,,,,,3,7,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,5,yesterday,,,,,,,I don’t know,6,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,4,,calendar,,verbal,6,tomorrow,,,,,,,1,1,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,1,event,1,breakfast,0,14,0,,,,2,2,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,1,event,2,nextbday,0,14,0.1,,,,3,4,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,1,event,3,dinner,0,14,-0.1,,,,1,3,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,1,event,4,lastbday,0,14,0.2,,,,4,1,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,2,deictic,1,lastweek,0,14,0.1,,,,2,1,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,2,deictic,2,tomorrow,0,14,0.6,,,,3,4,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,2,deictic,3,tonight,0,14,0.9,,,,4,3,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,2,deictic,4,thismorning,0,14,-0.2,,,,1,2,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,3,deictic,1,nextweek,0,14,,,,,999,3,,Experimentor error,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,3,deictic,2,nextyear,0,14,,,,,999,4,,Experimentor error,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,3,deictic,3,yesterday,0,14,,,,,999,2,,Experimentor error,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,3,deictic,4,last year,0,14,,,,,999,1,,Experimentor error,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,4,deictic,1,yesterday,0,14,2.8,,,,1,2,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,4,deictic,2,tomorrow,0,14,0.8,,,,4,3,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,4,deictic,3,twofromnow,0,14,1.6,,,,2,4,,,1,ab
113,149230,5/21/14,11/3/19,1,1992,5.457534247,5,english,1,lab,1,0,timeline,4,deictic,4,twoago,0,14,2,,,,3,1,,,1,ab
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,1,event,1,lastbday,0,14,-3,,,,2,1,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,1,event,2,dinner,999,14,4.4,,,,4,3,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,1,event,3,nextbday,999,14,-2.3,,,,3,4,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,1,event,4,breakfast,999,14,-4.9,,,,1,2,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,2,deictic,1,thismorning,999,14,-2.8,,,,2,2,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,2,deictic,2,tonight,999,14,2.3,,,,4,3,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,2,deictic,3,tomorrow,999,14,0.7,,,,3,4,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,2,deictic,4,lastweek,999,14,-4.5,,,,1,1,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,3,deictic,1,last year,999,14,-4.9,,,,1,1,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,3,deictic,2,yesterday,999,14,-1.9,,,,2,2,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,3,deictic,3,nextyear,999,14,-0.4,,,,3,4,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,3,deictic,4,nextweek,999,14,2,,,,4,3,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,4,deictic,1,tomorrow,999,14,-3.9,,,,1,3,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,4,deictic,2,yesterday,999,14,2,,,,2,2,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,4,deictic,3,twoago,999,14,-2,,,,3,1,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,2,1,timeline,4,deictic,4,twofromnow,999,14,-0.9,,,,4,4,,,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,1,daysofweek,,,,,,,999,7,,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,1,deictic,1,yesterday,999,,,,,,999,3,0,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,2,deictic,2,beforeyesterday,999,,,,,,999,2,0,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,3,deictic,3,tomorrow,999,,,,,,999,5,0,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,4,deictic,4,aftertomorrow,999,,,,,,999,6,0,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,2,aftertoday,,,,,,,999,1,,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,3,beforetoday,,,,,,,999,2,,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,4,today,,,,,,,999,,,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,5,yesterday,,,,,,,999,,,Did not do calendar task,1,mp
114,137219,8/22/15,11/3/19,1,1534,4.202739726,4,english,1,lab,1,,calendar,,verbal,6,tomorrow,,,,,,,999,,,Did not do calendar task,1,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,1,event,1,lastbday,1,14,-4.9,,,,1,1,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,1,event,2,dinner,1,14,2.7,,,,3,3,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,1,event,3,nextbday,1,14,4.5,,,,4,4,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,1,event,4,breakfast,1,14,-2.6,,,,2,2,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,2,deictic,1,thismorning,1,14,-1.1,,,,2,2,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,2,deictic,2,tonight,1,14,5.2,,,,4,3,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,2,deictic,3,tomorrow,1,14,3.2,,,,3,4,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,2,deictic,4,lastweek,1,14,-3.3,,,,1,1,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,3,deictic,1,last year,1,14,-3,,,,1,1,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,3,deictic,2,yesterday,1,14,4.5,,,,4,2,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,3,deictic,3,nextyear,1,14,2.2,,,,3,4,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,3,deictic,4,nextweek,1,14,0.6,,,,2,3,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,4,deictic,1,tomorrow,1,14,-5.1,,,,1,3,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,4,deictic,2,yesterday,1,14,2.5,,,,3,2,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,4,deictic,3,twoago,1,14,5,,,,4,1,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,2,1,timeline,4,deictic,4,twofromnow,1,14,-2,,,,2,4,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,1,daysofweek,,,,,,,4,7,3,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,1,deictic,1,yesterday,1,,,,3,,3,3,0,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,2,deictic,2,beforeyesterday,1,,,,6,,6,2,0,"Experimentor error, forgot to prompt forced choice",,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,3,deictic,3,tomorrow,1,,,,5,,5,5,0,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,4,deictic,4,aftertomorrow,1,,,,6,,6,6,0,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,4,today,,,,,,,5,,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,5,yesterday,,,,,,,5,,,,,mp
115,149926,6/3/15,11/3/19,1,1614,4.421917808,4,english,1,lab,1,,calendar,,verbal,6,tomorrow,,,,,,,4,,,,,mp
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,1,daysofweek,,,,,,,0,7,7,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,1,deictic,1,beforeyesterday,1,,,,1,5,5,2,1,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,2,deictic,2,aftertomorrow,1,,,,5,5,5,6,1,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,3,deictic,3,yesterday,1,,,,4,3,3,3,1,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,4,deictic,4,tomorrow,1,,,,1,5,5,5,1,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,4,today,,,,,,,1,1,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,5,yesterday,,,,,,,5,7,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,4,,calendar,,verbal,6,tomorrow,,,,,,,6,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,1,event,1,breakfast,1,14,-2.6,-1.8,,,2,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,1,event,2,nextbday,1,14,3.5,2.8,,,4,4,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,1,event,3,dinner,1,14,0.5,1.7,,,3,3,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,1,event,4,lastbday,1,14,-5,-3.7,,,1,1,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,2,deictic,1,lastweek,1,14,-6.8,-6.6,,,1,1,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,2,deictic,2,tomorrow,1,14,6.9,5.1,,,4,4,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,2,deictic,3,tonight,1,14,2.3,2.1,,,2,3,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,2,deictic,4,thismorning,1,14,4.2,3.8,,,3,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,3,deictic,1,nextweek,1,14,-6.8,-6.9,,,1,3,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,3,deictic,2,nextyear,1,14,-4.2,-4.3,,,2,4,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,3,deictic,3,yesterday,1,14,-2.7,-2.7,,,3,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,3,deictic,4,last year,1,14,3.2,2.9,,,4,1,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,4,deictic,1,yesterday,1,14,-4.8,-4.9,,,1,2,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,4,deictic,2,tomorrow,1,14,2,1.7,,,4,3,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,4,deictic,3,twofromnow,1,14,-2,-2,,,2,4,,,,vj
116,150156,3/13/15,11/4/19,2,1697,4.649315068,4,english,1,lab,1,0,timeline,4,deictic,4,twoago,1,14,-0.8,0.6,,,3,1,,,,vj
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,1,deictic,1,yesterday,1,,,,3,,3,3,0,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,2,deictic,2,beforeyesterday,1,,,,3,3,3,2,1,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,3,deictic,3,tomorrow,1,,,,5,,5,5,0,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,4,deictic,4,aftertomorrow,1,,,,5,5,5,6,1,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,4,today,,,,,,,7,7,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,5,yesterday,,,,,,,6,6,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,,calendar,,verbal,6,tomorrow,,,,,,,1,1,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,1,event,1,breakfast,0,14,-4.1,,,,1,2,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,1,event,2,nextbday,0,14,2.3,,,,3,4,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,1,event,3,dinner,0,14,6.4,,,,4,3,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,1,event,4,lastbday,0,14,-0.8,,,,2,1,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,2,deictic,1,lastweek,0,14,2,,,,2,1,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,2,deictic,2,tomorrow,0,14,4.3,,,,3,4,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,2,deictic,3,tonight,0,14,6.5,,,,4,3,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,2,deictic,4,thismorning,0,14,-6.6,,,,1,2,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,3,deictic,1,nextweek,0,14,6.5,,,,4,3,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,3,deictic,2,nextyear,0,14,5.5,,,,3,4,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,3,deictic,3,yesterday,0,14,4.5,,,,2,2,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,3,deictic,4,last year,0,14,3.3,,,,1,1,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,4,deictic,1,yesterday,0,14,-4.5,,,,1,2,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,4,deictic,2,tomorrow,0,14,2.2,,,,3,3,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,4,deictic,3,twofromnow,0,14,5.5,,,,4,4,,,,tm
117,148962,10/27/14,11/10/19,1,1840,5.04109589,5,english,1,lab,1,0,timeline,4,deictic,4,twoago,0,14,0.6,,,,2,1,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,1,deictic,1,beforeyesterday,1,,,,3,3,3,2,1,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,2,deictic,2,aftertomorrow,1,,,,5,5,5,6,1,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,3,deictic,3,yesterday,1,,,,6,3,3,3,1,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,4,deictic,4,tomorrow,1,,,,5,,5,5,0,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,4,today,,,,,,,999,7,,I don’t know,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,5,yesterday,,,,,,,1,6,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,4,,calendar,,verbal,6,tomorrow,,,,,,,999,1,,I don’t know,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,1,event,1,breakfast,0,14,0,,,,3,2,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,1,event,2,nextbday,0,14,7,,,,4,4,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,1,event,3,dinner,0,14,-7,,,,1,3,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,1,event,4,lastbday,0,14,-0.8,,,,2,1,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,2,deictic,1,lastweek,0,14,-7,,,,1,1,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,2,deictic,2,tomorrow,0,14,7,,,,4,4,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,2,deictic,3,tonight,0,14,0,,,,3,3,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,2,deictic,4,thismorning,0,14,-6.1,,,,2,2,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,3,deictic,1,nextweek,0,14,-7,,,,1,3,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,3,deictic,2,nextyear,0,14,7,,,,4,4,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,3,deictic,3,yesterday,0,14,0,,,,3,2,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,3,deictic,4,last year,0,14,-6.7,,,,2,1,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,4,deictic,1,yesterday,0,14,-7,,,,1,2,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,4,deictic,2,tomorrow,0,14,7,,,,4,3,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,4,deictic,3,twofromnow,0,14,0,,,,3,4,,,,tm
118,148975,2/7/14,11/10/19,1,2102,5.75890411,5,english,1,lab,1,0,timeline,4,deictic,4,twoago,0,14,-6.4,,,,2,1,,,,tm
