subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,order,timelinefirst,task,linenum,itemtype,itemnum,item,linelength,distfrommid,rank,distfrommid_2,response1,response2,response,correctr,prompts,comments,exclude,experimenter,DaysOfWeek_Correct,Num_Prompts
GTW_9,,,9/24/21,5,,,adult,english,1,1,1,timeline,4,deictic,2,tomorrow,14,0.8,,0.8,,,,,,,,BP,,
GTW_9,,,9/24/21,5,,,adult,english,1,1,1,timeline,4,deictic,3,twofromnow,14,1.7,,1.7,,,,,,,,BP,,
GTW_9,,,9/24/21,5,,,adult,english,1,1,1,timeline,4,deictic,4,twoago,14,-1.6,,-1.6,,,,,,,,BP,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,1,deictic,1,yesterday,,,,,3,,3,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,2,deictic,2,tomorrow,,,,,5,,5,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,3,deictic,3,beforeyesterday,,,,,6,,6,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,4,deictic,4,aftertomorrow,,,,,2,,2,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,4,today,,,,,2,,2,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,5,yesterday,,,,,1,,1,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,2,0,calendar,,verbal,6,tomorrow,,,,,3,,3,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,1,breakfast,14,-0.3,,-0.3,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,2,nextbday,14,0.6,,0.5,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,3,dinner,14,0.2,,0.2,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,4,lastbday,14,-1,,-0.9,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,1,lastweek,14,-0.7,,-0.7,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,2,tomorrow,14,0.2,,0.2,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,3,tonight,14,0.1,,0.1,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,4,thismorning,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,1,nextweek,14,0.2,,0.2,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,2,nextyear,14,1.2,,1.3,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,3,yesterday,14,-0.1,,-0.1,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,4,last year,14,-1.1,,-1.1,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,1,yesterday,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,2,tomorrow,14,0.1,,0.1,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,3,twofromnow,14,0.3,,0.3,,,,,,,,KS,,
GTW_10,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,4,twoago,14,-0.4,,-0.4,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,1,deictic,1,tomorrow,,,,,5,,5,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,3,deictic,3,aftertomorrow,,,,,6,,6,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,4,deictic,4,yesterday,,,,,3,,3,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,4,today,,,,,2,,2,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,5,yesterday,,,,,1,,1,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,3,1,calendar,,verbal,6,tomorrow,,,,,3,,3,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,1,event,1,breakfast,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,1,event,2,nextbday,14,4.5,,4.5,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,1,event,3,dinner,14,0.5,,0.5,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,1,event,4,lastbday,14,-3.3,,-3.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,2,deictic,1,lastweek,14,-1.3,,-1.1,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,2,deictic,2,tomorrow,14,0.2,,0.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,2,deictic,3,tonight,14,0.1,,0.1,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,2,deictic,4,thismorning,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,3,deictic,1,nextweek,14,1.3,,1.3,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,3,deictic,2,nextyear,14,4.1,,4.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,3,deictic,3,yesterday,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,3,deictic,4,last year,14,-1.6,,-1.6,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,4,deictic,1,yesterday,14,-0.1,,-0.1,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,4,deictic,2,tomorrow,14,0.1,,0.1,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,4,deictic,3,twofromnow,14,0.3,,0.3,,,,,,,,KS,,
GTW_11,,,9/28/21,2,,,adult,english,1,1,1,timeline,4,deictic,4,twoago,14,-0.3,,-0.3,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,1,deictic,1,beforeyesterday,,,,,2,,2,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,2,deictic,2,aftertomorrow,,,,,6,,6,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,3,deictic,3,yesterday,,,,,3,,3,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,4,deictic,4,tomorrow,,,,,5,,5,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,4,today,,,,,2,,2,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,5,yesterday,,,,,1,,1,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,4,0,calendar,,verbal,6,tomorrow,,,,,3,,3,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,1,breakfast,14,-0.1,,-0.1,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,2,nextbday,14,0.3,,0.3,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,3,dinner,14,0.1,,0.1,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,1,event,4,lastbday,14,-0.4,,-0.4,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,1,lastweek,14,-0.3,,-0.3,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,2,tomorrow,14,0.2,,0.2,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,3,tonight,14,0.1,,0.1,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,2,deictic,4,thismorning,14,-0.1,,-0.1,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,1,nextweek,14,0.2,,0.2,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,2,nextyear,14,0.5,,0.5,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,3,yesterday,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,3,deictic,4,last year,14,-0.6,,-0.5,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,1,yesterday,14,-0.2,,-0.2,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,2,tomorrow,14,0.2,,0.2,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,3,twofromnow,14,0.4,,0.4,,,,,,,,KS,,
GTW_12,,,9/28/21,2,,,adult,english,1,1,0,timeline,4,deictic,4,twoago,14,-0.4,,-0.4,,,,,,,,KS,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,calendar,,daysofweek,,,,,7,,7,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,1,deictic,1,yesterday,,,,,3,,3,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,3,deictic,3,tomorrow,,,,,5,,5,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,verbal,4,today,,,,,3,,3,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,verbal,5,yesterday,,,,,2,,2,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,1,1,calendar,,verbal,6,tomorrow,,,,,4,,4,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,1,event,1,lastbday,14,-0.4,,-0.3,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,1,event,2,dinner,14,0.1,,0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,1,event,3,nextbday,14,0.5,,0.4,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,1,event,4,breakfast,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,2,deictic,1,thismorning,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,2,deictic,2,tonight,14,0.1,,0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,2,deictic,3,tomorrow,14,0.1,,0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,2,deictic,4,lastweek,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,3,deictic,1,last year,14,-0.3,,-0.3,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,3,deictic,2,yesterday,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,3,deictic,3,nextyear,14,0.3,,0.3,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,3,deictic,4,nextweek,14,0.1,,0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,4,deictic,1,tomorrow,14,0.1,,0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,4,deictic,2,yesterday,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,4,deictic,3,twoago,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_13,,,9/29/21,3,,,adult,english,1,2,1,timeline,4,deictic,4,twofromnow,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,1,deictic,1,yesterday,,,,,3,,3,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,2,deictic,2,tomorrow,,,,,5,,5,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,3,deictic,3,beforeyesterday,,,,,2,,2,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,4,today,,,,,3,,3,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,5,yesterday,,,,,2,,2,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,calendar,,verbal,6,tomorrow,,,,,4,,4,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,1,event,1,lastbday,14,-0.5,,-0.5,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,1,event,2,dinner,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,1,event,3,nextbday,14,0.5,,0.5,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,1,event,4,breakfast,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,2,deictic,1,thismorning,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,2,deictic,2,tonight,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,2,deictic,3,tomorrow,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,2,deictic,4,lastweek,14,-0.2,,-0.2,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,3,deictic,1,last year,14,-0.5,,-0.5,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,3,deictic,2,yesterday,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,3,deictic,3,nextyear,14,0.4,,0.4,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,3,deictic,4,nextweek,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,4,deictic,1,tomorrow,14,0.1,,0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,4,deictic,2,yesterday,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,4,deictic,3,twoago,14,-0.2,,-0.2,,,,,,,,BP,,
GTW_14,,,9/29/21,3,,,adult,english,1,2,0,timeline,4,deictic,4,twofromnow,14,0.1,,0.1,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,1,deictic,1,tomorrow,,,,,5,,5,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,3,deictic,3,aftertomorrow,,,,,6,,6,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,4,deictic,4,yesterday,,,,,3,,3,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,4,today,,,,,5,,5,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,5,yesterday,,,,,4,,4,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,3,1,calendar,,verbal,6,tomorrow,,,,,6,,6,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,1,event,1,lastbday,14,-1,,-1,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,1,event,2,dinner,14,0.3,,0.3,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,1,event,3,nextbday,14,0.9,,0.9,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,1,event,4,breakfast,14,-0.3,,-0.3,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,2,deictic,1,thismorning,14,-0.2,,-0.2,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,2,deictic,2,tonight,14,0.3,,0.3,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,2,deictic,3,tomorrow,14,0.7,,0.7,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,2,deictic,4,lastweek,14,-2,,-1.7,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,3,deictic,1,last year,14,-2.8,,-2.9,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,3,deictic,2,yesterday,14,-1.1,,-1.1,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,3,deictic,3,nextyear,14,2.1,,2.1,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,3,deictic,4,nextweek,14,1,,1,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,4,deictic,1,tomorrow,14,0.7,,0.7,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,4,deictic,2,yesterday,14,-0.8,,-0.8,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,4,deictic,3,twoago,14,-1.4,,-1.4,,,,,,,,BP,,
GTW_15,,,10/1/21,5,,,adult,english,1,2,1,timeline,4,deictic,4,twofromnow,14,1.4,,1.4,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,1,daysofweek,,,,,7,,7,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,1,deictic,1,beforeyesterday,,,,,2,,2,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,2,deictic,2,aftertomorrow,,,,,6,,6,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,3,deictic,3,yesterday,,,,,3,,3,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,4,deictic,4,tomorrow,,,,,5,,5,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,4,today,,,,,5,,5,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,5,yesterday,,,,,4,,4,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,4,0,calendar,,verbal,6,tomorrow,,,,,6,,6,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,1,event,1,lastbday,14,-0.4,,-0.4,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,1,event,2,dinner,14,0.2,,0.2,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,1,event,3,nextbday,14,0.6,,0.7,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,1,event,4,breakfast,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,2,deictic,1,thismorning,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,2,deictic,2,tonight,14,0.1,,0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,2,deictic,3,tomorrow,14,0.3,,0.3,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,2,deictic,4,lastweek,14,-0.4,,-0.4,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,3,deictic,1,last year,14,-0.6,,-0.6,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,3,deictic,2,yesterday,14,-0.1,,-0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,3,deictic,3,nextyear,14,0.8,,0.8,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,3,deictic,4,nextweek,14,0.1,,0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,4,deictic,1,tomorrow,14,0.1,,0.1,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,4,deictic,2,yesterday,14,0.2,,0.2,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,4,deictic,3,twoago,14,-0.2,,-0.2,,,,,,,,BP,,
GTW_16,,,10/1/21,5,,,adult,english,1,2,0,timeline,4,deictic,4,twofromnow,14,-0.1,,-0.1,,,,,,,,BP,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,calendar,,daysofweek,,,,,7,,7,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,1,deictic,1,yesterday,,,,,3,,3,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,2,deictic,2,beforeyesterday,,,,,2,,2,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,3,deictic,3,tomorrow,,,,,5,,5,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,verbal,2,aftertoday,,,,,1,,1,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,verbal,3,beforetoday,,,,,2,,2,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,verbal,4,today,,,,,2,,2,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,verbal,5,yesterday,,,,,1,,1,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,calendar,,verbal,6,tomorrow,,,,,3,,3,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,1,event,1,breakfast,14,-0.1,,-0.1,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,1,event,2,nextbday,14,0.2,,0.2,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,1,event,3,dinner,14,0.1,,0.1,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,1,event,4,lastbday,14,-0.3,,-0.3,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,2,deictic,1,lastweek,14,-0.1,,-0.1,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,2,deictic,2,tomorrow,14,0.1,,0.1,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,2,deictic,3,tonight,14,0,,0,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,2,deictic,4,thismorning,14,0,,0,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,3,deictic,1,nextweek,14,0.1,,0.1,,,,,,,,KS,,
GTWA_17,,,10/5/21,2,,,adult,english,1,1,1,timeline,3,deictic,2,nextyear,14,0.3,,0.3,,,,,,,,KS,,
