"","X","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid_2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"7355",7355,"144",3,3.819178082,"3","english",2,NA,"timeline",2,"deictic",1,"thismorning",14,-0.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7356",7356,"144",3,3.819178082,"3","english",2,NA,"timeline",2,"deictic",2,"tonight",14,-6.7,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7357",7357,"144",3,3.819178082,"3","english",2,NA,"timeline",2,"deictic",3,"tomorrow",14,6.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7358",7358,"144",3,3.819178082,"3","english",2,NA,"timeline",2,"deictic",4,"lastweek",14,-6.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7359",7359,"144",3,3.819178082,"3","english",2,NA,"timeline",3,"deictic",1,"lastyear",14,0.3,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"7360",7360,"144",3,3.819178082,"3","english",2,NA,"timeline",3,"deictic",2,"yesterday",14,6.3,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"7361",7361,"144",3,3.819178082,"3","english",2,NA,"timeline",3,"deictic",3,"nextyear",14,-8.5,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7362",7362,"144",3,3.819178082,"3","english",2,NA,"timeline",3,"deictic",4,"nextweek",14,-8.3,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7363",7363,"144",3,3.819178082,"3","english",2,NA,"timeline",4,"deictic",1,"tomorrow",14,7.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7364",7364,"144",3,3.819178082,"3","english",2,NA,"timeline",4,"deictic",2,"yesterday",14,0.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"7365",7365,"144",3,3.819178082,"3","english",2,NA,"timeline",4,"deictic",3,"beforeyesterday",14,-6.3,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7366",7366,"144",3,3.819178082,"3","english",2,NA,"timeline",4,"deictic",4,"aftertomorrow",14,5.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7367",7367,"145",1,7.936986301,"7","english",1,NA,"timeline",1,"event",1,"breakfast",14,-0.3,NA,NA,NA,NA,2,NA,0,1,"0",2,NA,NA,NA,0,0,0,1,1,NA,NA
"7368",7368,"145",1,7.936986301,"7","english",1,NA,"timeline",1,"event",2,"nextbday",14,0.3,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7369",7369,"145",1,7.936986301,"7","english",1,NA,"timeline",1,"event",3,"dinner",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7370",7370,"145",1,7.936986301,"7","english",1,NA,"timeline",1,"event",4,"lastbday",14,-2.5,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7371",7371,"145",1,7.936986301,"7","english",1,NA,"timeline",2,"deictic",1,"lastweek",14,-0.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7372",7372,"145",1,7.936986301,"7","english",1,NA,"timeline",2,"deictic",2,"tomorrow",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7373",7373,"145",1,7.936986301,"7","english",1,NA,"timeline",2,"deictic",3,"tonight",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7374",7374,"145",1,7.936986301,"7","english",1,NA,"timeline",2,"deictic",4,"thismorning",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7375",7375,"145",1,7.936986301,"7","english",1,NA,"timeline",3,"deictic",1,"nextweek",14,0.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7376",7376,"145",1,7.936986301,"7","english",1,NA,"timeline",3,"deictic",2,"nextyear",14,1.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7377",7377,"145",1,7.936986301,"7","english",1,NA,"timeline",3,"deictic",3,"yesterday",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7378",7378,"145",1,7.936986301,"7","english",1,NA,"timeline",3,"deictic",4,"lastyear",14,-1.2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7379",7379,"145",1,7.936986301,"7","english",1,NA,"timeline",4,"deictic",1,"yesterday",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7380",7380,"145",1,7.936986301,"7","english",1,NA,"timeline",4,"deictic",2,"tomorrow",14,0.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7381",7381,"145",1,7.936986301,"7","english",1,NA,"timeline",4,"deictic",3,"aftertomorrow",14,0.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7382",7382,"145",1,7.936986301,"7","english",1,NA,"timeline",4,"deictic",4,"beforeyesterday",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7383",7383,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,7,NA,7,7,0,0,NA,NA,7,1,0,0,1,1,0,0,0,NA,NA
"7384",7384,"145",1,7.936986301,"7","english",1,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"7385",7385,"145",1,7.936986301,"7","english",1,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,2,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"7386",7386,"145",1,7.936986301,"7","english",1,NA,"calendar",3,"deictic",3,"tomorrow",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"7387",7387,"145",1,7.936986301,"7","english",1,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,NA,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"7388",7388,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,1,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"7389",7389,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,2,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7390",7390,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7391",7391,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"7392",7392,"145",1,7.936986301,"7","english",1,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"7393",7393,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,3,NA,3,7,2,0,0,"2",7,0,4,4,0,0,0,1,1,NA,NA
"7394",7394,"146",2,3.476712329,"3","english",2,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,7,2,2,3,NA,0,NA,NA,3,0,1,1,0,1,0,1,0,2,0
"7395",7395,"146",2,3.476712329,"3","english",2,NA,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"7396",7396,"146",2,3.476712329,"3","english",2,NA,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,4,NA,4,2,NA,0,NA,NA,2,0,-2,2,0,0,0,1,1,0,0
"7397",7397,"146",2,3.476712329,"3","english",2,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,6,6,6,NA,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"7398",7398,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"7399",7399,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7400",7400,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7401",7401,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7402",7402,"146",2,3.476712329,"3","english",2,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7403",7403,"146",2,3.476712329,"3","english",1,NA,"timeline",1,"event",1,"breakfast",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7404",7404,"146",2,3.476712329,"3","english",1,NA,"timeline",1,"event",2,"nextbday",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7405",7405,"146",2,3.476712329,"3","english",1,NA,"timeline",1,"event",3,"dinner",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7406",7406,"146",2,3.476712329,"3","english",1,NA,"timeline",1,"event",4,"lastbday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7407",7407,"146",2,3.476712329,"3","english",1,NA,"timeline",2,"deictic",1,"lastweek",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7408",7408,"146",2,3.476712329,"3","english",1,NA,"timeline",2,"deictic",2,"tomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7409",7409,"146",2,3.476712329,"3","english",1,NA,"timeline",2,"deictic",3,"tonight",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7410",7410,"146",2,3.476712329,"3","english",1,NA,"timeline",2,"deictic",4,"thismorning",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7411",7411,"146",2,3.476712329,"3","english",1,NA,"timeline",3,"deictic",1,"nextweek",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7412",7412,"146",2,3.476712329,"3","english",1,NA,"timeline",3,"deictic",2,"nextyear",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7413",7413,"146",2,3.476712329,"3","english",1,NA,"timeline",3,"deictic",3,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7414",7414,"146",2,3.476712329,"3","english",1,NA,"timeline",3,"deictic",4,"lastyear",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7415",7415,"146",2,3.476712329,"3","english",1,NA,"timeline",4,"deictic",1,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7416",7416,"146",2,3.476712329,"3","english",1,NA,"timeline",4,"deictic",2,"tomorrow",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7417",7417,"146",2,3.476712329,"3","english",1,NA,"timeline",4,"deictic",3,"aftertomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7418",7418,"146",2,3.476712329,"3","english",1,NA,"timeline",4,"deictic",4,"beforeyesterday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7419",7419,"147",2,3.361643836,"3","english",1,NA,"timeline",1,"event",1,"breakfast",14,NA,NA,NA,NA,NA,2,NA,0,0,"2",2,NA,NA,NA,0,0,0,1,1,NA,NA
"7420",7420,"147",2,3.361643836,"3","english",1,NA,"timeline",1,"event",2,"nextbday",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7421",7421,"147",2,3.361643836,"3","english",1,NA,"timeline",1,"event",3,"dinner",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7422",7422,"147",2,3.361643836,"3","english",1,NA,"timeline",1,"event",4,"lastbday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7423",7423,"147",2,3.361643836,"3","english",1,NA,"timeline",2,"deictic",1,"lastweek",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7424",7424,"147",2,3.361643836,"3","english",1,NA,"timeline",2,"deictic",2,"tomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7425",7425,"147",2,3.361643836,"3","english",1,NA,"timeline",2,"deictic",3,"tonight",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7426",7426,"147",2,3.361643836,"3","english",1,NA,"timeline",2,"deictic",4,"thismorning",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7427",7427,"147",2,3.361643836,"3","english",1,NA,"timeline",3,"deictic",1,"nextweek",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7428",7428,"147",2,3.361643836,"3","english",1,NA,"timeline",3,"deictic",2,"nextyear",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7429",7429,"147",2,3.361643836,"3","english",1,NA,"timeline",3,"deictic",3,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7430",7430,"147",2,3.361643836,"3","english",1,NA,"timeline",3,"deictic",4,"lastyear",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7431",7431,"147",2,3.361643836,"3","english",1,NA,"timeline",4,"deictic",1,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7432",7432,"147",2,3.361643836,"3","english",1,NA,"timeline",4,"deictic",2,"tomorrow",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7433",7433,"147",2,3.361643836,"3","english",1,NA,"timeline",4,"deictic",3,"aftertomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7434",7434,"147",2,3.361643836,"3","english",1,NA,"timeline",4,"deictic",4,"beforeyesterday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7435",7435,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,2,7,2,0,NA,NA,7,0,5,5,0,0,0,1,1,NA,NA
"7436",7436,"147",2,3.361643836,"3","english",3,NA,"calendar",1,"deictic",1,"tomorrow",NA,NA,NA,6,6,6,5,NA,0,NA,NA,5,0,-1,1,1,1,1,1,1,2,0
"7437",7437,"147",2,3.361643836,"3","english",3,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,5,3,3,2,NA,0,NA,NA,2,0,-1,1,0,1,0,1,0,1,0
"7438",7438,"147",2,3.361643836,"3","english",3,NA,"calendar",3,"deictic",3,"aftertomorrow",NA,NA,NA,6,NA,6,6,NA,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"7439",7439,"147",2,3.361643836,"3","english",3,NA,"calendar",4,"deictic",4,"yesterday",NA,NA,NA,6,3,3,3,NA,0,NA,NA,3,1,0,0,0,1,0,1,0,1,1
"7440",7440,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,2,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"7441",7441,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,2,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7442",7442,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7443",7443,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7444",7444,"147",2,3.361643836,"3","english",3,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7445",7445,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,1,7,2,0,0,"2",7,0,6,6,0,0,0,1,1,NA,NA
"7446",7446,"148",2,3.345205479,"3","english",4,NA,"calendar",1,"deictic",1,"beforeyesterday",NA,NA,NA,3,NA,3,2,NA,0,NA,NA,2,0,-1,1,0,0,0,1,1,1,0
"7447",7447,"148",2,3.345205479,"3","english",4,NA,"calendar",2,"deictic",2,"aftertomorrow",NA,NA,NA,3,5,5,6,NA,0,NA,NA,6,0,1,1,1,0,1,1,0,1,0
"7448",7448,"148",2,3.345205479,"3","english",4,NA,"calendar",3,"deictic",3,"yesterday",NA,NA,NA,3,NA,3,3,NA,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"7449",7449,"148",2,3.345205479,"3","english",4,NA,"calendar",4,"deictic",4,"tomorrow",NA,NA,NA,3,5,5,5,NA,0,NA,NA,5,1,0,0,1,0,1,1,0,1,1
"7450",7450,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,2,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"7451",7451,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,1,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7452",7452,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7453",7453,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7454",7454,"148",2,3.345205479,"3","english",4,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7455",7455,"148",2,3.345205479,"3","english",1,NA,"timeline",1,"event",1,"breakfast",14,-2.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7456",7456,"148",2,3.345205479,"3","english",1,NA,"timeline",1,"event",2,"nextbday",14,3.3,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7457",7457,"148",2,3.345205479,"3","english",1,NA,"timeline",1,"event",3,"dinner",14,4.9,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7458",7458,"148",2,3.345205479,"3","english",1,NA,"timeline",1,"event",4,"lastbday",14,4,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"7459",7459,"148",2,3.345205479,"3","english",1,NA,"timeline",2,"deictic",1,"lastweek",14,-3.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7460",7460,"148",2,3.345205479,"3","english",1,NA,"timeline",2,"deictic",2,"tomorrow",14,2.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7461",7461,"148",2,3.345205479,"3","english",1,NA,"timeline",2,"deictic",3,"tonight",14,5.7,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7462",7462,"148",2,3.345205479,"3","english",1,NA,"timeline",2,"deictic",4,"thismorning",14,-2.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7463",7463,"148",2,3.345205479,"3","english",1,NA,"timeline",3,"deictic",1,"nextweek",14,-5.2,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7464",7464,"148",2,3.345205479,"3","english",1,NA,"timeline",3,"deictic",2,"nextyear",14,1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7465",7465,"148",2,3.345205479,"3","english",1,NA,"timeline",3,"deictic",3,"yesterday",14,-1.6,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7466",7466,"148",2,3.345205479,"3","english",1,NA,"timeline",3,"deictic",4,"lastyear",14,4,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"7467",7467,"148",2,3.345205479,"3","english",1,NA,"timeline",4,"deictic",1,"yesterday",14,-4.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7468",7468,"148",2,3.345205479,"3","english",1,NA,"timeline",4,"deictic",2,"tomorrow",14,2.3,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"7469",7469,"148",2,3.345205479,"3","english",1,NA,"timeline",4,"deictic",3,"aftertomorrow",14,4.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"7470",7470,"148",2,3.345205479,"3","english",1,NA,"timeline",4,"deictic",4,"beforeyesterday",14,5.7,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"7471",7471,"149",2,3.435616438,"3","english",2,NA,"timeline",1,"event",1,"lastbday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7472",7472,"149",2,3.435616438,"3","english",2,NA,"timeline",1,"event",2,"dinner",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7473",7473,"149",2,3.435616438,"3","english",2,NA,"timeline",1,"event",3,"nextbday",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7474",7474,"149",2,3.435616438,"3","english",2,NA,"timeline",1,"event",4,"breakfast",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7475",7475,"149",2,3.435616438,"3","english",2,NA,"timeline",2,"deictic",1,"thismorning",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7476",7476,"149",2,3.435616438,"3","english",2,NA,"timeline",2,"deictic",2,"tonight",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7477",7477,"149",2,3.435616438,"3","english",2,NA,"timeline",2,"deictic",3,"tomorrow",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7478",7478,"149",2,3.435616438,"3","english",2,NA,"timeline",2,"deictic",4,"lastweek",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7479",7479,"149",2,3.435616438,"3","english",2,NA,"timeline",3,"deictic",1,"lastyear",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"7480",7480,"149",2,3.435616438,"3","english",2,NA,"timeline",3,"deictic",2,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7481",7481,"149",2,3.435616438,"3","english",2,NA,"timeline",3,"deictic",3,"nextyear",14,NA,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"7482",7482,"149",2,3.435616438,"3","english",2,NA,"timeline",3,"deictic",4,"nextweek",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7483",7483,"149",2,3.435616438,"3","english",2,NA,"timeline",4,"deictic",1,"tomorrow",14,NA,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"7484",7484,"149",2,3.435616438,"3","english",2,NA,"timeline",4,"deictic",2,"yesterday",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"7485",7485,"149",2,3.435616438,"3","english",2,NA,"timeline",4,"deictic",3,"beforeyesterday",14,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
